Date,Open,High,Low,Close,Adj Close,Volume,Dummy,Damage,Dummy_over_0.5,Damage_over_0.5,Dummy_over_0.75,Damage_over_0.75,Dummy_over_0.90,Damage_over_0.90
2010-04-19,10830.000000,10830.000000,10830.000000,10830.000000,8613.298828,7,0,0,0,0,0,0,0,0
2010-04-20,10840.000000,10910.000000,10840.000000,10910.000000,8676.924805,1175,0,0,0,0,0,0,0,0
2010-04-21,11030.000000,11070.000000,11030.000000,11070.000000,8804.175781,28,0,0,0,0,0,0,0,0
2010-04-22,10950.000000,11040.000000,10940.000000,11040.000000,8780.315430,13,0,0,0,0,0,0,0,0
2010-04-23,11022.099609,11022.099609,11022.099609,11022.099609,8766.078125,0,0,0,0,0,0,0,0,0
2010-04-26,11110.000000,11110.000000,11100.000000,11100.000000,8828.035156,46,0,0,0,0,0,0,0,0
2010-04-27,11060.000000,11060.000000,11060.000000,11060.000000,8796.221680,7,0,0,0,0,0,0,0,0
2010-04-28,10830.000000,10830.000000,10720.000000,10720.000000,8525.814453,172,0,0,0,0,0,0,0,0
2010-04-30,10880.000000,10970.000000,10880.000000,10970.000000,8724.643555,85,0,0,0,0,0,0,0,0
2010-05-06,10730.000000,10730.000000,10730.000000,10730.000000,8533.767578,2,0,0,0,0,0,0,0,0
2010-05-07,10390.000000,10510.000000,10390.000000,10510.000000,8358.795898,217,0,0,0,0,0,0,0,0
2010-05-10,10623.799805,10623.799805,10623.799805,10623.799805,8449.304688,0,0,0,0,0,0,0,0,0
2010-05-11,10700.000000,10700.000000,10700.000000,10700.000000,8509.907227,100,0,0,0,0,0,0,0,0
2010-05-12,10640.000000,10640.000000,10640.000000,10640.000000,8462.188477,5,0,0,0,0,0,0,0,0
2010-05-13,10774.299805,10774.299805,10774.299805,10774.299805,8569.000000,0,0,0,0,0,0,0,0,0
2010-05-14,10742.700195,10742.700195,10742.700195,10742.700195,8543.869141,0,0,0,0,0,0,0,0,0
2010-05-17,10607.099609,10607.099609,10607.099609,10607.099609,8436.022461,0,0,0,0,0,0,0,0,0
2010-05-18,10555.900391,10555.900391,10555.900391,10555.900391,8395.301758,0,0,0,0,0,0,0,0,0
2010-05-19,10437.500000,10437.500000,10437.500000,10437.500000,8301.136719,0,0,0,0,0,0,0,0,0
2010-05-20,10337.000000,10337.000000,10337.000000,10337.000000,8221.207031,0,0,0,0,0,0,0,0,0
2010-05-21,10132.700195,10132.700195,10132.700195,10132.700195,8058.723633,0,0,0,0,0,0,0,0,0
2010-05-24,10139.500000,10139.500000,10139.500000,10139.500000,8064.131836,0,0,0,0,0,0,0,0,0
2010-05-25,10020.000000,10020.000000,9990.000000,9990.000000,7945.231445,55,0,0,0,0,0,0,0,0
2010-05-26,9990.900391,9990.900391,9990.900391,9990.900391,7945.946777,0,0,0,0,0,0,0,0,0
2010-05-27,10013.299805,10013.299805,10013.299805,10013.299805,7963.761719,0,0,0,0,0,0,0,0,0
2010-05-28,10170.000000,10170.000000,10170.000000,10170.000000,8088.389160,1,0,0,0,0,0,0,0,0
2010-05-31,10217.799805,10217.799805,10217.799805,10217.799805,8126.404297,0,0,0,0,0,0,0,0,0
2010-06-01,10217.500000,10217.500000,10217.500000,10217.500000,8126.166016,0,0,0,0,0,0,0,0,0
2010-06-02,10180.000000,10180.000000,10150.000000,10150.000000,8072.481934,400,0,0,0,0,0,0,0,0
2010-06-03,10260.000000,10340.000000,10260.000000,10340.000000,8223.591797,392,0,0,0,0,0,0,0,0
2010-06-04,10360.000000,10360.000000,10360.000000,10360.000000,8239.500000,129,0,0,0,0,0,0,0,0
2010-06-07,10128.599609,10128.599609,10128.599609,10128.599609,8055.461426,0,0,0,0,0,0,0,0,0
2010-06-08,10000.000000,10000.000000,10000.000000,10000.000000,7953.185547,1,0,0,0,0,0,0,0,0
2010-06-09,10050.000000,10050.000000,10050.000000,10050.000000,7992.950684,1,0,0,0,0,0,0,0,0
2010-06-10,10123.299805,10123.299805,10123.299805,10123.299805,8051.246582,0,0,0,0,0,0,0,0,0
2010-06-11,10161.799805,10161.799805,10161.799805,10161.799805,8081.866699,0,0,0,0,0,0,0,0,0
2010-06-14,10320.599609,10320.599609,10320.599609,10320.599609,8208.163086,0,0,0,0,0,0,0,0,0
2010-06-15,10342.700195,10342.700195,10342.700195,10342.700195,8225.739258,0,0,0,0,0,0,0,0,0
2010-06-16,10430.000000,10440.000000,10410.000000,10440.000000,8303.125000,221,0,0,0,0,0,0,0,0
2010-06-17,10389.799805,10389.799805,10389.799805,10389.799805,8263.200195,0,0,0,0,0,0,0,0,0
2010-06-18,10407.799805,10407.799805,10407.799805,10407.799805,8277.515625,0,0,0,0,0,0,0,0,0
2010-06-21,10560.000000,10560.000000,10560.000000,10560.000000,8398.562500,51,0,0,0,0,0,0,0,0
2010-06-22,10550.000000,10550.000000,10510.000000,10510.000000,8358.795898,2,0,0,0,0,0,0,0,0
2010-06-23,10400.000000,10430.000000,10390.000000,10390.000000,8263.358398,16,0,0,0,0,0,0,0,0
2010-06-24,10401.299805,10401.299805,10401.299805,10401.299805,8272.346680,0,0,0,0,0,0,0,0,0
2010-06-25,10343.700195,10343.700195,10343.700195,10343.700195,8226.536133,0,0,0,0,0,0,0,0,0
2010-06-28,10302.400391,10302.400391,10302.400391,10302.400391,8193.688477,0,0,0,0,0,0,0,0,0
2010-06-29,10280.000000,10310.000000,10280.000000,10310.000000,8199.732422,11,0,0,0,0,0,0,0,0
2010-06-30,10110.000000,10110.000000,10110.000000,10110.000000,8040.669922,1,0,0,0,0,0,0,0,0
2010-07-01,10076.099609,10076.099609,10076.099609,10076.099609,8013.708008,0,0,0,0,0,0,0,0,0
2010-07-02,10111.099609,10111.099609,10111.099609,10111.099609,8041.544922,0,0,0,0,0,0,0,0,0
2010-07-05,10161.500000,10161.500000,10161.500000,10161.500000,8081.628418,0,0,0,0,0,0,0,0,0
2010-07-06,10263.900391,10263.900391,10263.900391,10263.900391,8163.069336,0,0,0,0,0,0,0,0,0
2010-07-07,10120.000000,10120.000000,10120.000000,10120.000000,8048.622559,5,0,0,0,0,0,0,0,0
2010-07-08,10342.500000,10342.500000,10342.500000,10342.500000,8225.581055,0,0,0,0,0,0,0,0,0
2010-07-09,10331.400391,10331.400391,10331.400391,10331.400391,8216.750977,0,0,0,0,0,0,0,0,0
2010-07-12,10330.000000,10330.000000,10330.000000,10330.000000,8215.639648,1,0,0,0,0,0,0,0,0
2010-07-13,10160.400391,10160.400391,10160.400391,10160.400391,8080.753418,0,0,0,0,0,0,0,0,0
2010-07-14,10020.000000,10020.000000,10020.000000,10020.000000,7969.091309,11,0,0,0,0,0,0,0,0
2010-07-15,10012.900391,10012.900391,10012.900391,10012.900391,7963.445313,0,0,0,0,0,0,0,0,0
2010-07-16,9916.500000,9916.500000,9916.500000,9916.500000,7886.774902,0,0,0,0,0,0,0,0,0
2010-07-21,9868.400391,9868.400391,9868.400391,9868.400391,7848.522461,0,0,0,0,0,0,0,0,0
2010-07-22,9833.900391,9833.900391,9833.900391,9833.900391,7821.082520,0,0,0,0,0,0,0,0,0
2010-07-23,9950.000000,9950.000000,9940.000000,9940.000000,7905.466797,128,0,0,0,0,0,0,0,0
2010-07-26,9970.000000,9970.000000,9970.000000,9970.000000,7929.324219,1,0,0,0,0,0,0,0,0
2010-07-27,10039.900391,10039.900391,10039.900391,10039.900391,7984.917480,0,0,0,0,0,0,0,0,0
2010-07-28,10130.000000,10130.000000,10130.000000,10130.000000,8056.576660,128,0,0,0,0,0,0,0,0
2010-07-29,10050.000000,10050.000000,10050.000000,10050.000000,7992.950684,0,0,0,0,0,0,0,0,0
2010-07-30,9950.000000,9950.000000,9840.000000,9840.000000,7825.934082,132,0,0,0,0,0,0,0,0
2010-08-02,9850.000000,9850.000000,9850.000000,9850.000000,7833.887207,1,0,0,0,0,0,0,0,0
2010-08-03,9900.000000,9900.000000,9900.000000,9900.000000,7873.651367,44,0,0,0,0,0,0,0,0
2010-08-04,9850.000000,9850.000000,9800.000000,9800.000000,7794.120605,141,0,0,0,0,0,0,0,0
2010-08-05,9900.000000,9900.000000,9870.000000,9870.000000,7849.793457,174,0,0,0,0,0,0,0,0
2010-08-06,9880.000000,9880.000000,9880.000000,9880.000000,7857.746094,130,0,0,0,0,0,0,0,0
2010-08-09,10014.700195,10014.700195,10014.700195,10014.700195,7964.875977,0,0,0,0,0,0,0,0,0
2010-08-10,10010.000000,10010.000000,9960.000000,9960.000000,7921.371094,2,0,0,0,0,0,0,0,0
2010-08-11,9769.200195,9769.200195,9769.200195,9769.200195,7769.626465,0,0,0,0,0,0,0,0,0
2010-08-12,9750.000000,9760.000000,9750.000000,9760.000000,7762.308594,127,0,0,0,0,0,0,0,0
2010-08-13,9610.000000,9690.000000,9610.000000,9690.000000,7706.636719,2,0,0,0,0,0,0,0,0
2010-08-16,9740.000000,9780.000000,9730.000000,9780.000000,7778.215820,255,0,0,0,0,0,0,0,0
2010-08-17,9770.000000,9770.000000,9770.000000,9770.000000,7770.260742,127,0,0,0,0,0,0,0,0
2010-08-18,9770.000000,9860.000000,9770.000000,9860.000000,7841.841309,761,0,0,0,0,0,0,0,0
2010-08-19,9850.000000,9850.000000,9840.000000,9840.000000,7825.934082,256,0,0,0,0,0,0,0,0
2010-08-20,9760.000000,9760.000000,9730.000000,9730.000000,7738.447754,4,0,0,0,0,0,0,0,0
2010-08-23,9653.799805,9653.799805,9653.799805,9653.799805,7677.844238,0,0,0,0,0,0,0,0,0
2010-08-24,9580.000000,9600.000000,9580.000000,9600.000000,7635.057129,258,0,0,0,0,0,0,0,0
2010-08-25,9560.000000,9560.000000,9540.000000,9540.000000,7587.338867,254,0,0,0,0,0,0,0,0
2010-08-26,9560.000000,9560.000000,9560.000000,9560.000000,7603.243164,2,0,0,0,0,0,0,0,0
2010-08-27,9530.000000,9610.000000,9530.000000,9610.000000,7643.010742,767,0,0,0,0,0,0,0,0
2010-08-30,9720.000000,9720.000000,9720.000000,9720.000000,7730.495117,128,0,0,0,0,0,0,0,0
2010-08-31,9610.000000,9610.000000,9580.000000,9580.000000,7619.151367,381,0,0,0,0,0,0,0,0
2010-09-01,9550.000000,9630.000000,9550.000000,9630.000000,7658.917480,128,0,0,0,0,0,0,0,0
2010-09-02,9740.000000,9820.000000,9740.000000,9820.000000,7810.026855,752,0,0,0,0,0,0,0,0
2010-09-03,9790.000000,9810.000000,9780.000000,9780.000000,7778.215820,253,0,0,0,0,0,0,0,0
2010-09-06,9930.000000,9930.000000,9860.000000,9870.000000,7849.793457,255,0,0,0,0,0,0,0,0
2010-09-07,9880.000000,9880.000000,9880.000000,9880.000000,7857.746094,254,0,0,0,0,0,0,0,0
2010-09-08,9794.000000,9794.000000,9794.000000,9794.000000,7789.350098,0,0,0,0,0,0,0,0,0
2010-09-09,9818.900391,9818.900391,9818.900391,9818.900391,7809.153320,0,0,0,0,0,0,0,0,0
2010-09-10,9829.900391,9829.900391,9829.900391,9829.900391,7817.900879,0,0,0,0,0,0,0,0,0
2010-09-13,9890.000000,9890.000000,9890.000000,9890.000000,7865.699707,1400,0,0,0,0,0,0,0,0
2010-09-14,9810.000000,9810.000000,9810.000000,9810.000000,7802.073242,1,0,0,0,0,0,0,0,0
2010-09-16,9652.299805,9652.299805,9652.299805,9652.299805,7676.653809,0,0,0,0,0,0,0,0,0
2010-09-17,9654.799805,9654.799805,9654.799805,9654.799805,7678.639648,0,0,0,0,0,0,0,0,0
2010-09-21,9640.000000,9640.000000,9640.000000,9640.000000,7666.868652,10,0,0,0,0,0,0,0,0
2010-09-22,9610.500000,9610.500000,9610.500000,9610.500000,7643.408691,0,0,0,0,0,0,0,0,0
2010-09-24,9580.000000,9580.000000,9580.000000,9580.000000,7619.151367,3,0,0,0,0,0,0,0,0
2010-09-27,9620.000000,9620.000000,9620.000000,9620.000000,7650.963379,1,0,0,0,0,0,0,0,0
2010-09-28,9611.900391,9611.900391,9611.900391,9611.900391,7644.521973,0,0,0,0,0,0,0,0,0
2010-09-29,9574.099609,9574.099609,9574.099609,9574.099609,7614.458008,0,0,0,0,0,0,0,0,0
2010-09-30,9530.000000,9530.000000,9410.000000,9410.000000,7483.946777,22,0,0,0,0,0,0,0,0
2010-10-01,9280.000000,9280.000000,9280.000000,9280.000000,7380.556152,10,0,0,0,0,0,0,0,0
2010-10-04,9280.000000,9310.000000,9280.000000,9310.000000,7404.414063,12,0,0,0,0,0,0,0,0
2010-10-05,9190.000000,9190.000000,9190.000000,9190.000000,7308.976563,1,0,0,0,0,0,0,0,0
2010-10-06,9412.799805,9412.799805,9412.799805,9412.799805,7486.172852,0,0,0,0,0,0,0,0,0
2010-10-07,9451.099609,9451.099609,9451.099609,9451.099609,7516.635254,0,0,0,0,0,0,0,0,0
2010-10-08,9377.200195,9377.200195,9377.200195,9377.200195,7457.860840,0,0,0,0,0,0,0,0,0
2010-10-12,9260.000000,9260.000000,9260.000000,9260.000000,7364.648926,3,0,0,0,0,0,0,0,0
2010-10-13,9210.599609,9210.599609,9210.599609,9210.599609,7325.359863,0,0,0,0,0,0,0,0,0
2010-10-14,9282.900391,9282.900391,9282.900391,9282.900391,7382.862305,0,0,0,0,0,0,0,0,0
2010-10-15,9180.000000,9180.000000,9180.000000,9180.000000,7301.023926,3,0,0,0,0,0,0,0,0
2010-10-18,9307.400391,9307.400391,9307.400391,9307.400391,7402.346680,0,0,0,0,0,0,0,0,0
2010-10-19,9371.700195,9371.700195,9371.700195,9371.700195,7453.485352,0,0,0,0,0,0,0,0,0
2010-10-20,9230.000000,9280.000000,9230.000000,9260.000000,7364.648926,12,0,0,0,0,0,0,0,0
2010-10-21,9140.000000,9150.000000,9110.000000,9110.000000,7245.351074,31,0,0,0,0,0,0,0,0
2010-10-22,9177.200195,9177.200195,9177.200195,9177.200195,7298.796387,0,0,0,0,0,0,0,0,0
2010-10-25,9149.900391,9149.900391,9149.900391,9149.900391,7277.083984,0,0,0,0,0,0,0,0,0
2010-10-26,9130.000000,9130.000000,9130.000000,9130.000000,7261.258301,10,0,0,0,0,0,0,0,0
2010-10-27,9080.000000,9080.000000,9030.000000,9030.000000,7181.726074,23,0,0,0,0,0,0,0,0
2010-10-28,9130.000000,9130.000000,9130.000000,9130.000000,7261.258301,1,0,0,0,0,0,0,0,0
2010-10-29,9119.400391,9119.400391,9119.400391,9119.400391,7252.828613,0,0,0,0,0,0,0,0,0
2010-11-01,9030.000000,9040.000000,9000.000000,9040.000000,7189.679688,34,0,0,0,0,0,0,0,0
